molecule_chembl_id,canonical_smiles,value,STATUS,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL371126,Cc1c(O)cc(C#N)c2cc(-c3ccc(O)c(F)c3)ccc12,406.0,active,293.297,4.237200000000001,2.0,3.0
CHEMBL192218,N#Cc1cc(O)c(Cl)c2ccc(-c3ccc(O)cc3)cc12,98.0,active,295.725,4.443080000000002,2.0,3.0
CHEMBL192390,N#Cc1cc(O)c(Cl)c2ccc(-c3ccc(O)c(F)c3)cc12,55.0,active,313.71500000000003,4.582180000000003,2.0,3.0
CHEMBL191759,C#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,73.0,active,278.282,4.038400000000001,2.0,2.0
CHEMBL192849,CC#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,180.0,active,292.30899999999997,4.428500000000002,2.0,2.0
CHEMBL192901,O=Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,73.0,active,282.27,3.869600000000001,2.0,3.0
CHEMBL191648,C=Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,527.0,active,280.298,4.7001000000000035,2.0,2.0
CHEMBL195208,CCc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,113.0,active,282.31399999999996,4.619500000000004,2.0,2.0
CHEMBL193010,Oc1cccc(-c2ccc3c(O)cccc3c2)c1,1452.0,intermediate,236.27,3.918000000000002,2.0,2.0
CHEMBL193726,Oc1ccc(-c2ccc3c(O)cccc3c2)cc1,22.0,active,236.27,3.918000000000002,2.0,2.0
CHEMBL195058,Oc1ccc2cc(-c3ccccc3O)ccc2c1,5000.0,intermediate,236.27,3.918000000000002,2.0,2.0
CHEMBL195217,Oc1cccc(-c2ccc3cc(O)ccc3c2)c1,230.0,active,236.27,3.918000000000002,2.0,2.0
CHEMBL191714,Oc1ccc2cc(-c3ccccc3)ccc2c1,1345.0,intermediate,220.27100000000002,4.212400000000003,1.0,1.0
CHEMBL191715,Oc1ccc(-c2ccc3ccc(O)cc3c2)cc1,442.0,active,236.27,3.918000000000002,2.0,2.0
CHEMBL194873,Oc1cccc(-c2ccc3ccc(O)cc3c2)c1,2642.0,intermediate,236.27,3.918000000000002,2.0,2.0
CHEMBL194718,Oc1ccc2ccc(-c3ccccc3)cc2c1,3405.0,intermediate,220.27100000000002,4.212400000000002,1.0,1.0
CHEMBL194772,Oc1ccc(-c2ccc3ccccc3c2)cc1,638.0,active,220.27100000000002,4.212400000000002,1.0,1.0
CHEMBL364092,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1,91.0,active,270.715,4.5714000000000015,2.0,2.0
CHEMBL194936,Oc1ccc(-c2ccc3c(Br)c(O)ccc3c2)cc1,266.0,active,315.166,4.680500000000002,2.0,2.0
CHEMBL192782,Oc1ccc(-c2ccc3c(F)c(O)ccc3c2)cc1,77.0,active,254.26,4.057100000000002,2.0,2.0
CHEMBL364502,N#Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,1402.0,intermediate,261.28,3.7896800000000015,2.0,3.0
CHEMBL192102,Oc1ccc(-c2ccc3c(-c4ccccc4)c(O)ccc3c2)cc1,1231.0,intermediate,312.36800000000005,5.585000000000005,2.0,2.0
CHEMBL372030,Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,282.0,active,250.297,4.226420000000002,2.0,2.0
CHEMBL195786,COc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,884.0,active,266.296,3.9266000000000014,2.0,3.0
CHEMBL195788,O=[N+]([O-])c1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,709.0,active,281.267,3.826200000000002,2.0,4.0
