molecule_chembl_id,canonical_smiles,STATUS,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL438516,O/N=C/c1c(Cl)cc(-c2ccc(O)c(F)c2)cc1Cl,active,300.116,4.313200000000002,2.0,3.0,6.568636235841013
CHEMBL232023,Cc1c(/C=N/O)c2ccccc2n1-c1ccc(O)c(F)c1,active,284.29,3.5917200000000014,2.0,4.0,6.525783735923745
CHEMBL388418,Cc1c(/C=N/O)c2ccccc2n1-c1ccc(O)cc1,active,266.3,3.4526200000000014,2.0,4.0,6.568636235841013
CHEMBL232022,O/N=C/c1cn(-c2ccc(O)cc2)c2ccccc12,intermediate,252.27300000000002,3.1442000000000005,2.0,4.0,5.720105019988362
CHEMBL394614,O/N=C/c1ccc(-c2ccc(O)cc2)c2occc12,intermediate,253.257,3.613500000000001,2.0,4.0,5.876148359032914
CHEMBL231812,O/N=C/c1ccc(-c2ccc(O)cc2)c2ccoc12,active,253.257,3.613500000000001,2.0,4.0,6.809668301829708
CHEMBL231811,O/N=C/c1ccc(-c2ccc(O)cc2)c2sccc12,active,269.32500000000005,4.082000000000002,2.0,4.0,7.431798275933005
CHEMBL394357,O/N=C/c1ccc(-c2ccc(O)cc2)c2ccsc12,active,269.32500000000005,4.082000000000001,2.0,4.0,7.698970004336019
CHEMBL231810,O/N=C/c1ccc(-c2ccc(O)c(F)c2)c2ccccc12,active,281.286,4.159600000000002,2.0,3.0,6.8297382846050425
CHEMBL235497,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCc2ccc(C)cc2)cc1,active,417.46100000000024,4.147220000000003,2.0,6.0,7.251811972993799
CHEMBL235496,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCc2ccccc2F)cc1,active,421.4240000000002,3.9779000000000027,2.0,6.0,7.275724130399211
CHEMBL250104,O=C(O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,inactive,492.98900000000003,5.570300000000003,1.0,2.0,4.5376020021010435
CHEMBL241300,CC(CCc1ccccc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccccc12,active,382.507,5.514900000000004,2.0,1.0,7.958607314841775
